id,title,description,category,resolution,priority
TKT-0937,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance. Need assistance.,Database,Run REINDEX TABLE manually during off-peak hours.,Medium
TKT-0938,Deployment pipeline failing for ...,Urgent: Deployment pipeline failing for Inventory System on EC2 instances.,Infrastructure,Help: Clear IAM cache on the runner and restart the Jenkins pipeline. Happens intermittently.,Critical
TKT-0939,Issue: Contractor asmith requires Jira a...,Issue: Contractor asmith requires Jira access.,Access Management,Help: Provision a standard license for kmiller and assign to the Contractor user-tier.,Medium
TKT-0940,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Sanitize input parameters immediately via parameterized queries update. This is blocking us.,High
TKT-0941,[Ticket] Password reset requested for ex...,[Ticket] Password reset requested for executive account.,Access Management,Verify identity via phone callback and issue temporary secure password link.,Critical
TKT-0942,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user kmiller.,High
TKT-0943,Server analytics-node keeps crashing wit...,Server analytics-node keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to db-prod-2 by 16GB and restart daemon.,High
TKT-0944,"Employee left company, please revo...","Help: Employee left company, please revoke permissions. Happens intermittently.",Access Management,"Error: Execute offboarding script to disable AD, email, and internal VPN accounts.",High
TKT-0945,Error: Server db-prod-2 keeps crashing w...,Error: Server db-prod-2 keeps crashing with out of memory exception. Need assistance.,Infrastructure,Increase RAM allocation to analytics-node by 16GB and restart daemon.,Critical
TKT-0946,Payment form throwing 'Invalid Token' up...,Payment form throwing 'Invalid Token' upon submission. Please fix ASAP.,Application,Regenerate Stripe API keys and update the secret manager cache.,Low
TKT-0947,Error: Packet loss spikes detected betwe...,Error: Packet loss spikes detected between core switches.,Network,Error: Check physical fiber connections and spanning tree protocol logs.,High
TKT-0948,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,[Ticket] Block IP range temporarily in WAF and force password reset for user jdoe.,Low
TKT-0949,Payment form throwing 'Invalid Token' up...,Payment form throwing 'Invalid Token' upon submission.,Application,Regenerate Stripe API keys and update the secret manager cache.,Medium
TKT-0950,Deployment pipeline failing for Mobile G...,Deployment pipeline failing for Mobile Gateway on EC2 instances.,Infrastructure,Clear IAM cache on the runner and restart the Jenkins pipeline. This is blocking us.,Critical
TKT-0951,"Issue: Employee left company, please rev...","Issue: Employee left company, please revoke permissions.",Access Management,"Issue: Execute offboarding script to disable AD, email, and internal VPN accounts. Happens intermittently.",High
TKT-0952,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection. Please fix ASAP.,Security,Help: Sanitize input parameters immediately via parameterized queries update.,Critical
TKT-0953,App crashes when uploading files...,Urgent: App crashes when uploading files larger than 10MB.,Application,Change the nginx.conf client_max_body_size setting mapping to 50M. Happens intermittently.,High
TKT-0954,Disk space alert on production VM.,Disk space alert on production VM.,Infrastructure,Error: Execute log rotation algorithm and purge generic temp files via script. This is blocking us.,Critical
TKT-0955,Packet loss spikes detected between core...,Packet loss spikes detected between core switches.,Network,[Ticket] Check physical fiber connections and spanning tree protocol logs.,Low
TKT-0956,DNS resolution failing for internal doma...,DNS resolution failing for internal domain dev.staging. Happens intermittently.,Network,Urgent: Flush DNS cache locally and re-sync internal records on Active Directory. Need assistance.,Critical
TKT-0957,DNS resolution failing for internal doma...,DNS resolution failing for internal domain intranet.internal.,Network,Help: Flush DNS cache locally and re-sync internal records on Active Directory. Need assistance.,Critical
TKT-0958,Deployment pipeline failing for ...,Urgent: Deployment pipeline failing for Billing API on EC2 instances. Happens intermittently.,Infrastructure,Help: Clear IAM cache on the runner and restart the Jenkins pipeline.,Critical
TKT-0959,Login button is unresponsive on mobile S...,Login button is unresponsive on mobile Safari.,Application,Update the frontend JS polyfills supporting legacy Safari engine.,Medium
TKT-0960,Issue: Database backup failed last night...,Issue: Database backup failed last night. Happens intermittently.,Database,[Ticket] Check S3 backup bucket permissions and manually trigger the cron snapshot.,High
TKT-0961,Deployment pipeline failing for Billing ...,Deployment pipeline failing for Billing API on EC2 instances.,Infrastructure,Clear IAM cache on the runner and restart the Jenkins pipeline.,Critical
TKT-0962,Unencrypted S3 bucket alert.,Help: Unencrypted S3 bucket alert.,Security,Enable AES256 server-side encryption via AWS console policies.,High
TKT-0963,Issue: DNS resolution failing for intern...,Issue: DNS resolution failing for internal domain intranet.internal.,Network,Flush DNS cache locally and re-sync internal records on Active Directory.,High
TKT-0964,Deployment pipeline failing for HR Dashb...,Deployment pipeline failing for HR Dashboard on EC2 instances.,Infrastructure,Clear IAM cache on the runner and restart the Jenkins pipeline.,High
TKT-0965,Database connection pool timeout causing...,Database connection pool timeout causing slow loading. Please fix ASAP.,Database,Increase PostgreSQL max_connections setting from 100 to 500. Please fix ASAP.,High
TKT-0966,Error: Users reporting 500 internal serv...,Error: Users reporting 500 internal server error on checkout.,Application,Urgent: Rollback the last hotfix release v3.4.5 and check application load balancer endpoints.,High
TKT-0967,Long running analytical queries blocking...,Long running analytical queries blocking OLTP transactions.,Database,Kill PID 8481 mapping to the slow query and route analytics to the read replica.,Critical
TKT-0968,Malware detected on workstation WS-ENGIN...,Malware detected on workstation WS-ENGINEERING-1.,Security,"Isolate MAC-DESIGN-8 from the network, run deep antivirus scan, and reinstall OS if needed. This is blocking us.",Medium
TKT-0969,Error: Long running analytical queries b...,Error: Long running analytical queries blocking OLTP transactions.,Database,Urgent: Kill PID 7330 mapping to the slow query and route analytics to the read replica.,High
TKT-0970,Contractor jdoe requires Jira access. Ha...,Contractor jdoe requires Jira access. Happens intermittently.,Access Management,Provision a standard license for kmiller and assign to the Contractor user-tier.,Critical
TKT-0971,Database connection pool timeout causing...,Database connection pool timeout causing slow loading.,Database,Increase PostgreSQL max_connections setting from 100 to 500.,Medium
TKT-0972,DNS resolution failing for internal doma...,DNS resolution failing for internal domain intranet.internal. This is blocking us.,Network,Flush DNS cache locally and re-sync internal records on Active Directory. This is blocking us.,Critical
TKT-0973,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Urgent: Sanitize input parameters immediately via parameterized queries update.,High
TKT-0974,High CPU utilization warning on main com...,High CPU utilization warning on main compute cluster.,Infrastructure,Scale out autoscaling group parameters locally and monitor graph drops.,Low
TKT-0975,Deployment pipeline failing for Customer...,Deployment pipeline failing for Customer Portal on EC2 instances.,Infrastructure,Urgent: Clear IAM cache on the runner and restart the Jenkins pipeline.,Critical
TKT-0976,API endpoint vulnerable to SQL Injection...,API endpoint vulnerable to SQL Injection.,Security,Sanitize input parameters immediately via parameterized queries update.,Critical
TKT-0977,Password reset requested for exe...,Urgent: Password reset requested for executive account. Need assistance.,Access Management,[Ticket] Verify identity via phone callback and issue temporary secure password link.,Low
TKT-0978,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout. Happens intermittently.,Application,Rollback the last hotfix release v2.2.2 and check application load balancer endpoints.,High
